offer_accepted,average_balance,household_size,credit_cards_held,bank_accounts_open,own_your_home,homes_owned,income_level,credit_rating,profiles
No,1006.25,3,2,1,No,1,Low,High,"Non classifiable"
No,1160.75,4,1,1,Yes,1,High,Low,"Non classifiable"
No,903.75,4,3,1,Yes,1,Low,High,"Non classifiable"
Yes,1034.25,3,2,1,Yes,1,High,Low,"Non classifiable"
No,1078.00,5,1,2,Yes,1,High,Low,"Non classifiable"
No,1364.25,5,1,2,Yes,1,Low,High,"Non classifiable"
No,1146.00,4,2,1,Yes,1,High,Low,"Non classifiable"
No,203.75,3,1,2,Yes,2,Medium,High,"Non classifiable"
No,117.75,2,1,1,Yes,1,Medium,High,"Non classifiable"
No,1078.75,3,1,1,Yes,1,Low,High,"Non classifiable"
No,1181.50,2,1,2,No,2,High,Low,"Non classifiable"
No,162.75,4,2,2,No,1,Medium,High,"Non classifiable"
No,289.50,3,2,1,No,1,Medium,High,"Non classifiable"
Yes,1013.25,4,1,1,Yes,1,High,Low,"Non classifiable"
No,1059.00,3,1,1,Yes,1,High,Low,"Non classifiable"
No,655.75,3,1,2,Yes,1,High,Low,"Non classifiable"
No,665.25,2,1,2,Yes,1,High,Low,"Non classifiable"
No,854.00,3,1,1,Yes,2,Low,High,"Non classifiable"
No,1040.00,4,2,1,No,3,High,Low,"Non classifiable"
No,941.25,3,4,1,Yes,1,Low,High,"Non classifiable"
No,288.25,3,3,1,Yes,1,High,Medium,"Non classifiable"
No,1028.00,3,2,1,Yes,1,Low,High,"Non classifiable"
No,1041.00,2,2,1,Yes,2,High,Low,"Non classifiable"
No,740.00,3,1,1,No,2,Low,High,"Non classifiable"
No,740.75,5,1,1,No,1,Low,High,"Non classifiable"
No,1009.25,4,3,1,Yes,1,High,Low,"Non classifiable"
No,930.00,3,2,2,Yes,1,Low,High,"Non classifiable"
No,1046.00,3,1,1,Yes,2,Low,High,"Non classifiable"
No,1364.00,3,2,2,Yes,2,Low,High,"Non classifiable"
No,1926.25,4,1,2,No,1,Low,Medium,"Non classifiable"
No,1104.00,3,2,1,No,1,Low,High,"Non classifiable"
No,1007.75,2,1,1,Yes,2,Low,High,"Non classifiable"
No,748.25,3,3,1,No,1,Low,High,"Non classifiable"
No,225.50,5,1,1,Yes,1,Medium,High,"Non classifiable"
No,257.75,4,3,2,No,1,Medium,High,"Non classifiable"
No,1040.75,3,2,1,Yes,1,High,Low,"Non classifiable"
No,1040.00,4,2,1,Yes,1,High,Low,"Non classifiable"
No,197.25,3,3,1,No,1,Medium,High,"Non classifiable"
No,871.25,3,1,1,Yes,1,Low,High,"Non classifiable"
No,377.00,5,2,2,No,1,Medium,High,"Non classifiable"
No,966.50,2,2,1,No,1,High,Low,"Non classifiable"
No,803.75,4,1,1,Yes,1,High,Low,"Non classifiable"
No,249.50,1,1,2,No,1,High,Medium,"Non classifiable"
No,1074.50,5,3,1,No,1,Low,High,"Non classifiable"
No,731.25,4,2,1,Yes,1,Low,High,"Non classifiable"
No,1163.50,3,2,1,Yes,1,Low,High,"Non classifiable"
No,680.00,4,1,1,No,1,High,Low,"Non classifiable"
No,1155.00,3,2,1,No,1,High,Low,"Non classifiable"
No,673.75,4,4,1,Yes,3,High,Low,"Non classifiable"
No,1270.50,4,3,1,No,1,High,Low,"Non classifiable"
No,1401.25,3,1,1,Yes,1,Low,High,"Non classifiable"
No,1148.25,4,2,1,Yes,1,Low,High,"Non classifiable"
No,764.00,4,3,2,Yes,2,Low,High,"Non classifiable"
No,952.50,4,2,1,No,1,Low,High,"Non classifiable"
No,1284.75,3,2,1,Yes,1,Low,High,"Non classifiable"
No,563.50,4,3,1,Yes,1,High,Low,"Non classifiable"
No,1177.75,4,3,1,Yes,1,High,Low,"Non classifiable"
No,793.00,4,3,1,Yes,1,Low,High,"Non classifiable"
No,1163.50,4,2,2,Yes,1,High,Low,"Non classifiable"
No,1325.25,3,2,1,No,1,High,Low,"Non classifiable"
No,1473.25,2,1,1,Yes,2,High,Low,"Non classifiable"
No,784.75,3,1,1,Yes,1,Low,High,"Non classifiable"
No,1094.75,6,3,3,Yes,1,Low,High,"Non classifiable"
No,784.00,3,1,1,Yes,2,Low,High,"Non classifiable"
No,737.50,3,2,1,Yes,2,Low,High,"Non classifiable"
Yes,870.50,4,3,1,Yes,1,Low,High,"Non classifiable"
No,902.25,4,3,3,Yes,1,High,Low,"Non classifiable"
No,1028.75,3,2,1,Yes,1,High,Low,"Non classifiable"
No,1345.50,4,1,1,Yes,2,Low,High,"Non classifiable"
No,1172.75,5,2,1,No,1,High,Low,"Non classifiable"
No,722.00,2,2,1,Yes,1,High,Low,"Non classifiable"
No,667.75,4,2,1,No,2,Low,High,"Non classifiable"
No,1056.75,3,1,1,No,1,Low,High,"Non classifiable"
No,229.25,4,1,1,No,1,High,Medium,"Non classifiable"
No,989.75,2,2,1,Yes,1,Low,High,"Non classifiable"
No,646.50,4,1,2,Yes,3,Low,High,"Non classifiable"
No,958.75,3,2,1,No,1,Low,High,"Non classifiable"
No,1152.75,3,3,1,No,2,High,Low,"Non classifiable"
No,1069.00,5,1,1,Yes,2,Low,High,"Non classifiable"
No,1219.50,2,1,1,Yes,1,High,Low,"Non classifiable"
No,220.00,2,2,1,No,1,Medium,High,"Non classifiable"
No,1158.75,4,1,1,Yes,1,Low,High,"Non classifiable"
No,1035.50,4,1,1,Yes,1,Low,High,"Non classifiable"
No,1022.00,1,1,1,No,1,Low,High,"Non classifiable"
Yes,892.50,3,2,1,No,1,Low,High,"Non classifiable"
No,906.00,3,1,1,No,1,High,Low,"Non classifiable"
No,1128.50,4,1,1,Yes,1,High,Low,"Non classifiable"
No,280.50,6,2,1,Yes,1,High,Medium,"Non classifiable"
No,189.00,2,4,1,No,2,Medium,High,"Non classifiable"
Yes,1041.00,4,3,2,No,1,Low,High,"Non classifiable"
No,1104.00,4,2,1,Yes,2,High,Low,"Non classifiable"
No,821.25,4,1,1,Yes,1,High,Low,"Non classifiable"
No,1422.00,5,2,1,Yes,1,Low,High,"Non classifiable"
No,1116.50,4,3,1,Yes,1,High,Low,"Non classifiable"
No,1005.75,5,1,2,No,1,High,Low,"Non classifiable"
No,224.75,2,1,2,Yes,2,Medium,High,"Non classifiable"
No,737.75,6,1,1,Yes,1,Low,High,"Non classifiable"
No,1188.50,2,3,2,No,1,High,Low,"Non classifiable"
No,1259.75,2,1,1,Yes,1,High,Low,"Non classifiable"
No,245.75,3,1,1,Yes,1,High,Medium,"Non classifiable"
No,1201.00,4,2,1,No,1,Low,High,"Non classifiable"
No,887.75,2,1,1,Yes,1,High,Low,"Non classifiable"
No,1045.50,5,3,1,No,2,Low,High,"Non classifiable"
No,151.50,3,1,1,Yes,1,Medium,High,"Non classifiable"
No,1036.25,6,1,1,No,1,High,Low,"Non classifiable"
No,1157.00,4,1,1,No,1,High,Low,"Non classifiable"
No,990.50,4,3,1,Yes,1,Low,High,"Non classifiable"
No,1192.25,6,1,1,Yes,1,High,Low,"Non classifiable"
No,1198.00,5,3,1,No,1,Low,High,"Non classifiable"
No,724.25,5,3,1,Yes,1,Low,High,"Non classifiable"
No,359.25,3,3,1,No,1,Medium,High,"Non classifiable"
No,732.50,4,2,1,No,1,Low,High,"Non classifiable"
No,776.00,4,2,1,Yes,1,Low,High,"Non classifiable"
No,977.00,3,2,1,No,2,Low,High,"Non classifiable"
No,885.00,3,1,1,Yes,1,Low,High,"Non classifiable"
No,917.00,2,2,1,Yes,1,High,Low,"Non classifiable"
No,1085.75,2,3,1,Yes,1,High,Low,"Non classifiable"
No,1265.50,5,3,2,Yes,1,Low,High,"Non classifiable"
No,1047.00,3,1,1,No,1,High,Low,"Non classifiable"
No,1105.50,2,3,1,No,1,High,Low,"Non classifiable"
No,1008.00,3,2,1,No,1,High,Low,"Non classifiable"
No,1301.25,4,2,2,Yes,1,Low,High,"Non classifiable"
No,157.00,2,2,2,Yes,1,Medium,High,"Non classifiable"
No,1222.50,1,3,2,Yes,1,High,Low,"Non classifiable"
No,1039.00,5,2,1,Yes,1,Low,High,"Non classifiable"
No,374.75,4,2,2,No,1,Medium,High,"Non classifiable"
No,1153.50,3,2,1,Yes,1,High,Low,"Non classifiable"
No,1058.50,2,1,1,Yes,1,High,Low,"Non classifiable"
No,820.50,3,3,1,Yes,1,High,Low,"Non classifiable"
No,1207.00,2,2,1,Yes,1,Low,High,"Non classifiable"
No,373.25,3,1,1,Yes,1,Medium,High,"Non classifiable"
No,957.75,5,4,2,Yes,1,High,Low,"Non classifiable"
No,926.00,4,2,1,Yes,1,Low,High,"Non classifiable"
No,982.00,3,3,2,No,1,Low,High,"Non classifiable"
No,299.00,3,1,1,No,2,Medium,High,"Non classifiable"
No,1035.50,4,1,1,Yes,1,Low,High,"Non classifiable"
No,1133.50,3,1,2,Yes,1,High,Low,"Non classifiable"
Yes,1032.00,4,1,1,Yes,1,Low,High,"Non classifiable"
No,308.00,4,1,1,Yes,2,Medium,High,"Non classifiable"
No,161.75,3,2,1,Yes,1,Medium,High,"Non classifiable"
No,812.50,4,2,1,No,2,High,Low,"Non classifiable"
No,827.50,2,2,1,Yes,1,Low,High,"Non classifiable"
No,168.50,4,2,1,Yes,2,High,Medium,"Non classifiable"
No,950.75,3,2,1,Yes,1,High,Low,"Non classifiable"
No,1065.75,2,4,1,No,1,Low,High,"Non classifiable"
No,127.00,3,1,1,Yes,1,Medium,High,"Non classifiable"
No,188.75,3,2,1,Yes,1,Medium,High,"Non classifiable"
No,263.25,3,2,1,No,2,High,Medium,"Non classifiable"
No,1216.25,3,1,2,Yes,1,Low,High,"Non classifiable"
No,1058.75,4,3,1,Yes,1,Low,High,"Non classifiable"
No,271.25,4,2,1,Yes,1,Medium,High,"Non classifiable"
No,187.25,3,1,2,No,2,Medium,High,"Non classifiable"
No,907.25,3,2,1,Yes,1,Low,High,"Non classifiable"
No,1297.75,4,2,1,Yes,1,Low,High,"Non classifiable"
No,794.50,4,1,1,No,1,Low,High,"Non classifiable"
No,872.00,3,2,1,No,1,Low,High,"Non classifiable"
No,722.25,6,2,1,No,2,High,Low,"Non classifiable"
No,996.25,3,3,1,Yes,1,Low,High,"Non classifiable"
No,276.00,3,1,1,Yes,2,Medium,High,"Non classifiable"
No,1021.00,4,2,1,Yes,1,High,Low,"Non classifiable"
No,1074.25,4,2,1,Yes,2,Low,High,"Non classifiable"
No,1074.50,4,1,1,Yes,1,High,Low,"Non classifiable"
No,1037.75,3,1,2,Yes,1,High,Low,"Non classifiable"
No,1043.50,5,2,1,No,1,High,Low,"Non classifiable"
No,241.75,4,1,1,No,1,High,Medium,"Non classifiable"
No,288.50,3,2,1,No,1,Medium,High,"Non classifiable"
No,1291.00,4,4,1,Yes,1,High,Low,"Non classifiable"
No,640.75,5,1,1,No,1,Low,High,"Non classifiable"
No,1200.75,5,4,1,Yes,1,High,Low,"Non classifiable"
No,982.75,3,2,1,No,1,Low,High,"Non classifiable"
No,1185.75,2,2,1,Yes,1,High,Low,"Non classifiable"
No,1885.75,4,1,1,Yes,1,Medium,Low,"Non classifiable"
No,1333.25,3,2,1,Yes,1,High,Low,"Non classifiable"
No,1389.00,4,3,1,No,1,Low,High,"Non classifiable"
No,962.50,3,1,1,Yes,2,Low,High,"Non classifiable"
No,1290.50,2,2,1,Yes,1,High,Low,"Non classifiable"
No,1216.25,5,2,1,Yes,1,Low,High,"Non classifiable"
No,1024.75,2,1,1,Yes,2,Low,High,"Non classifiable"
No,1062.25,4,2,1,Yes,1,Low,High,"Non classifiable"
No,1214.75,3,3,1,Yes,1,High,Low,"Non classifiable"
No,1006.00,4,2,1,Yes,2,High,Low,"Non classifiable"
No,1078.25,6,2,1,Yes,2,Low,High,"Non classifiable"
No,1101.75,3,2,2,Yes,2,High,Low,"Non classifiable"
No,308.75,4,2,2,Yes,2,Medium,High,"Non classifiable"
No,253.75,4,2,2,Yes,1,High,Medium,"Non classifiable"
No,1056.50,4,1,1,Yes,1,High,Low,"Non classifiable"
No,247.00,4,1,1,No,1,Medium,High,"Non classifiable"
No,1435.25,2,3,1,No,1,Low,High,"Non classifiable"
No,1051.75,5,2,1,No,1,High,Low,"Non classifiable"
No,1125.75,2,1,1,Yes,1,High,Low,"Non classifiable"
No,190.00,4,2,1,Yes,1,High,Medium,"Non classifiable"
No,790.00,3,2,1,Yes,2,High,Low,"Non classifiable"
No,654.50,1,2,2,Yes,1,Low,High,"Non classifiable"
No,397.25,3,2,1,Yes,2,Medium,High,"Non classifiable"
No,1091.00,4,2,2,No,1,Low,High,"Non classifiable"
No,842.50,4,2,1,No,1,Low,High,"Non classifiable"
No,1331.75,3,1,2,Yes,1,Low,High,"Non classifiable"
No,1252.25,4,2,1,No,1,Low,High,"Non classifiable"
No,1152.00,4,2,1,Yes,1,High,Low,"Non classifiable"
No,1011.75,2,3,1,No,1,High,Low,"Non classifiable"
No,985.75,3,2,1,Yes,2,Low,High,"Non classifiable"
No,969.25,3,1,1,Yes,1,Low,High,"Non classifiable"
No,1304.50,4,3,1,Yes,1,Low,High,"Non classifiable"
No,1262.25,3,3,1,Yes,1,Low,High,"Non classifiable"
No,1385.50,5,3,1,Yes,2,High,Low,"Non classifiable"
No,1768.00,4,1,1,Yes,2,Medium,Low,"Non classifiable"
No,1204.00,3,2,1,Yes,1,Low,High,"Non classifiable"
No,898.75,3,1,2,Yes,1,High,Low,"Non classifiable"
No,887.50,5,2,1,No,1,High,Low,"Non classifiable"
No,1233.75,4,2,1,No,1,High,Low,"Non classifiable"
No,998.00,5,1,2,Yes,1,High,Low,"Non classifiable"
No,584.25,2,2,1,No,1,High,Low,"Non classifiable"
No,1030.00,2,1,1,Yes,2,High,Low,"Non classifiable"
No,867.75,3,1,1,Yes,1,High,Low,"Non classifiable"
No,1162.00,3,2,2,No,1,Low,High,"Non classifiable"
Yes,1010.75,2,2,1,Yes,1,Low,High,"Non classifiable"
No,1076.25,5,2,1,Yes,1,Low,High,"Non classifiable"
No,279.75,3,1,1,No,1,Medium,High,"Non classifiable"
No,360.75,3,1,1,Yes,1,Medium,High,"Non classifiable"
No,812.25,3,1,2,Yes,1,High,Low,"Non classifiable"
No,1033.75,4,1,2,Yes,1,Low,High,"Non classifiable"
No,1188.00,4,2,1,Yes,1,High,Low,"Non classifiable"
No,1135.75,3,2,2,Yes,1,Low,High,"Non classifiable"
No,991.75,3,3,1,No,1,Low,High,"Non classifiable"
No,1271.50,6,2,1,No,1,High,Low,"Non classifiable"
No,1144.50,3,1,1,No,2,Low,High,"Non classifiable"
Yes,335.00,5,1,2,No,2,High,Medium,"Non classifiable"
No,871.50,4,1,2,No,1,Low,High,"Non classifiable"
No,239.00,4,1,2,No,1,Medium,High,"Non classifiable"
No,1429.75,2,2,1,Yes,1,High,Low,"Non classifiable"
No,1426.75,5,1,1,Yes,1,Low,High,"Non classifiable"
No,286.00,4,3,1,Yes,1,High,Medium,"Non classifiable"
No,339.75,4,1,1,Yes,1,Medium,High,"Non classifiable"
No,384.25,3,1,1,Yes,1,High,Medium,"Non classifiable"
No,1066.25,3,2,1,Yes,1,Low,High,"Non classifiable"
No,1158.00,3,2,2,No,1,High,Low,"Non classifiable"
Yes,787.75,4,2,1,No,2,Low,High,"Non classifiable"
No,845.25,3,2,2,Yes,1,Low,High,"Non classifiable"
No,746.25,2,1,2,Yes,1,High,Low,"Non classifiable"
No,545.75,3,2,1,Yes,1,High,Low,"Non classifiable"
No,1720.75,3,2,1,Yes,2,Low,Medium,"Non classifiable"
No,1395.50,4,1,2,No,1,Low,High,"Non classifiable"
No,223.50,2,1,1,No,1,Medium,High,"Non classifiable"
No,325.50,3,2,1,Yes,1,High,Medium,"Non classifiable"
No,1060.00,4,1,1,No,1,High,Low,"Non classifiable"
No,837.25,3,1,1,No,2,Low,High,"Non classifiable"
No,1191.75,4,1,2,Yes,2,Low,High,"Non classifiable"
No,1018.50,3,3,1,Yes,1,Low,High,"Non classifiable"
No,843.25,4,1,1,No,1,High,Low,"Non classifiable"
No,1330.75,5,3,2,Yes,1,Low,High,"Non classifiable"
No,1730.75,4,2,1,Yes,1,Medium,Low,"Non classifiable"
No,999.75,2,2,2,Yes,2,Low,High,"Non classifiable"
No,712.00,4,2,1,Yes,1,High,Low,"Non classifiable"
No,1022.75,3,2,1,Yes,1,Low,High,"Non classifiable"
No,1358.00,5,2,2,Yes,1,High,Low,"Non classifiable"
No,991.00,4,3,1,Yes,1,High,Low,"Non classifiable"
No,232.50,6,1,2,Yes,1,Medium,High,"Non classifiable"
No,1000.75,4,2,1,Yes,1,High,Low,"Non classifiable"
No,212.00,3,3,2,No,1,Medium,High,"Non classifiable"
No,1529.00,3,2,1,Yes,1,Low,High,"Non classifiable"
No,1095.75,2,2,1,Yes,1,Low,High,"Non classifiable"
No,769.25,2,2,1,Yes,1,High,Low,"Non classifiable"
Yes,1207.00,3,1,1,No,1,High,Low,"Non classifiable"
No,1591.50,3,2,1,Yes,1,High,Low,"Non classifiable"
No,1284.25,4,2,1,No,2,High,Low,"Non classifiable"
Yes,775.00,4,2,2,No,1,High,Low,"Non classifiable"
No,257.50,3,3,2,Yes,2,Medium,High,"Non classifiable"
No,1288.00,2,3,1,Yes,1,Low,High,"Non classifiable"
No,851.00,2,4,2,Yes,1,Low,High,"Non classifiable"
No,1100.00,3,3,2,Yes,1,Low,High,"Non classifiable"
No,1214.00,5,2,1,Yes,1,High,Low,"Non classifiable"
No,980.00,3,1,1,No,1,Low,High,"Non classifiable"
No,1159.00,3,3,1,Yes,1,High,Low,"Non classifiable"
No,697.25,5,3,1,No,2,Low,High,"Non classifiable"
Yes,681.50,4,2,1,Yes,1,High,Low,"Non classifiable"
No,1086.25,3,1,1,No,2,Low,High,"Non classifiable"
No,125.00,2,3,2,Yes,1,Medium,High,"Non classifiable"
No,1048.25,3,1,1,No,1,Low,High,"Non classifiable"
No,103.50,4,3,1,Yes,2,Medium,High,"Non classifiable"
No,1257.25,4,2,1,Yes,1,High,Low,"Non classifiable"
No,1149.50,3,1,1,Yes,1,Low,High,"Non classifiable"
No,933.75,2,3,1,No,1,High,Low,"Non classifiable"
No,1135.25,2,2,2,Yes,1,High,Low,"Non classifiable"
No,317.00,5,1,1,No,1,High,Medium,"Non classifiable"
No,1233.00,4,4,1,Yes,2,Low,High,"Non classifiable"
No,971.75,4,2,1,Yes,1,Low,High,"Non classifiable"
No,254.50,4,3,2,Yes,1,Medium,High,"Non classifiable"
No,924.75,4,2,2,Yes,1,High,Low,"Non classifiable"
No,891.50,2,3,1,No,1,Low,High,"Non classifiable"
No,854.25,2,4,1,Yes,2,High,Low,"Non classifiable"
No,1011.00,3,4,1,No,1,High,Low,"Non classifiable"
No,1316.25,2,2,1,Yes,1,Low,High,"Non classifiable"
No,299.75,3,4,2,No,1,Medium,High,"Non classifiable"
No,1087.50,5,1,2,No,1,High,Low,"Non classifiable"
No,743.75,5,3,1,Yes,1,Low,High,"Non classifiable"
No,1057.25,2,2,1,Yes,1,Low,High,"Non classifiable"
No,758.25,5,3,1,Yes,1,Low,High,"Non classifiable"
No,1200.50,4,3,2,No,1,High,Low,"Non classifiable"
No,1283.00,3,1,2,Yes,1,Low,High,"Non classifiable"
No,1354.00,4,2,1,No,1,High,Low,"Non classifiable"
No,1060.25,5,1,2,No,1,High,Low,"Non classifiable"
No,1242.00,4,2,2,No,1,High,Low,"Non classifiable"
No,1282.75,4,3,1,Yes,1,Low,High,"Non classifiable"
No,318.25,5,2,1,Yes,1,Medium,High,"Non classifiable"
No,214.00,4,1,2,Yes,1,Medium,High,"Non classifiable"
No,1094.25,3,2,2,Yes,2,High,Low,"Non classifiable"
Yes,1058.00,6,1,1,Yes,1,High,Low,"Non classifiable"
No,1010.00,5,1,1,No,1,High,Low,"Non classifiable"
No,1549.75,6,1,1,Yes,1,High,Low,"Non classifiable"
No,363.25,4,2,2,Yes,1,High,Medium,"Non classifiable"
No,1139.25,2,1,1,Yes,1,Low,High,"Non classifiable"
No,1370.75,3,2,1,Yes,1,High,Low,"Non classifiable"
No,1337.25,3,1,2,Yes,2,Low,High,"Non classifiable"
No,918.50,4,2,1,Yes,1,Low,High,"Non classifiable"
No,1016.25,4,1,1,No,1,Low,High,"Non classifiable"
No,1637.50,6,1,1,Yes,1,Medium,Low,"Non classifiable"
No,1196.50,4,2,1,No,1,High,Low,"Non classifiable"
No,252.00,3,2,1,Yes,1,High,Medium,"Non classifiable"
No,589.00,2,3,2,No,1,Low,High,"Non classifiable"
No,809.00,3,2,1,Yes,1,Low,High,"Non classifiable"
No,1042.50,4,2,1,Yes,1,Low,High,"Non classifiable"
No,1269.25,3,1,1,Yes,1,Low,High,"Non classifiable"
No,923.75,2,2,1,Yes,1,High,Low,"Non classifiable"
No,763.50,3,1,1,Yes,1,High,Low,"Non classifiable"
No,762.50,4,2,1,No,1,High,Low,"Non classifiable"
No,1381.25,3,1,1,No,1,Low,High,"Non classifiable"
No,1153.25,2,3,1,Yes,2,High,Low,"Non classifiable"
No,336.75,3,3,1,No,1,High,Medium,"Non classifiable"
No,984.50,3,2,1,Yes,1,High,Low,"Non classifiable"
No,843.00,4,1,1,No,2,Low,High,"Non classifiable"
No,969.00,3,1,2,No,2,High,Low,"Non classifiable"
No,811.50,3,3,2,Yes,1,Low,High,"Non classifiable"
No,211.75,5,1,1,Yes,1,Medium,High,"Non classifiable"
No,793.00,4,1,1,Yes,1,Low,High,"Non classifiable"
No,172.25,5,3,1,No,1,Medium,High,"Non classifiable"
No,969.00,4,4,2,No,1,Low,High,"Non classifiable"
No,1296.00,5,3,2,Yes,1,Low,High,"Non classifiable"
No,308.75,4,4,1,No,1,Medium,High,"Non classifiable"
No,209.25,4,3,1,No,1,High,Medium,"Non classifiable"
No,1061.00,2,2,1,Yes,1,Low,High,"Non classifiable"
No,1230.75,3,2,2,Yes,1,High,Low,"Non classifiable"
No,905.25,4,2,1,No,1,Low,High,"Non classifiable"
No,1045.75,3,1,1,No,2,Low,High,"Non classifiable"
No,194.75,2,2,1,No,1,Medium,High,"Non classifiable"
No,664.50,3,2,1,Yes,1,Low,High,"Non classifiable"
No,978.25,3,2,1,Yes,1,Low,High,"Non classifiable"
No,1160.25,5,1,1,Yes,1,Low,High,"Non classifiable"
No,843.25,2,1,2,Yes,1,High,Low,"Non classifiable"
No,1153.00,5,1,1,Yes,1,Low,High,"Non classifiable"
No,1083.75,1,2,2,Yes,2,Low,High,"Non classifiable"
No,183.75,3,1,1,Yes,1,Medium,High,"Non classifiable"
No,1214.25,2,2,1,Yes,1,Low,High,"Non classifiable"
No,672.50,3,1,1,Yes,1,High,Low,"Non classifiable"
No,184.00,3,2,3,Yes,1,High,Medium,"Non classifiable"
No,1424.75,5,3,1,No,1,High,Low,"Non classifiable"
No,209.75,4,2,1,Yes,1,Medium,High,"Non classifiable"
No,287.75,5,2,1,No,1,High,Medium,"Non classifiable"
No,934.00,3,1,1,Yes,1,High,Low,"Non classifiable"
No,895.25,4,1,1,Yes,1,High,Low,"Non classifiable"
No,264.00,4,2,2,No,1,Medium,High,"Non classifiable"
No,599.50,4,1,2,Yes,1,Low,High,"Non classifiable"
No,983.00,3,1,1,No,1,High,Low,"Non classifiable"
No,1296.25,2,3,1,Yes,1,High,Low,"Non classifiable"
No,1072.00,2,1,1,No,1,Low,High,"Non classifiable"
No,1125.00,1,2,2,Yes,1,High,Low,"Non classifiable"
No,358.75,4,2,1,Yes,1,Medium,High,"Non classifiable"
No,1374.50,5,1,1,Yes,2,Low,High,"Non classifiable"
No,645.50,2,2,1,No,1,High,Low,"Non classifiable"
No,902.50,3,2,2,Yes,1,High,Low,"Non classifiable"
Yes,1403.50,4,2,1,Yes,2,Low,High,"Non classifiable"
No,1062.00,4,2,1,Yes,1,Low,High,"Non classifiable"
No,1047.50,4,3,1,Yes,1,High,Low,"Non classifiable"
No,711.25,4,2,1,Yes,1,High,Low,"Non classifiable"
No,1153.25,4,2,1,No,1,High,Low,"Non classifiable"
No,1281.50,4,1,1,Yes,1,High,Low,"Non classifiable"
No,1441.75,4,1,1,Yes,2,High,Low,"Non classifiable"
No,1074.25,6,2,2,Yes,1,Low,High,"Non classifiable"
No,759.75,5,3,1,Yes,1,Low,High,"Non classifiable"
No,1058.00,4,3,1,Yes,1,High,Low,"Non classifiable"
No,973.25,3,2,1,Yes,1,Low,High,"Non classifiable"
No,768.25,6,2,1,Yes,2,Low,High,"Non classifiable"
No,1534.00,1,1,1,No,1,Low,High,"Non classifiable"
No,328.50,2,3,1,Yes,2,Medium,High,"Non classifiable"
No,817.75,3,2,2,No,2,High,Low,"Non classifiable"
No,662.75,3,1,1,Yes,1,High,Low,"Non classifiable"
No,938.25,3,1,1,Yes,1,High,Low,"Non classifiable"
Yes,974.25,5,1,1,No,1,High,Low,"Non classifiable"
No,980.25,4,1,1,Yes,1,High,Low,"Non classifiable"
No,1348.50,3,2,1,Yes,1,Low,High,"Non classifiable"
No,205.00,5,2,1,Yes,1,Medium,High,"Non classifiable"
No,1187.75,4,1,2,Yes,1,High,Low,"Non classifiable"
No,228.25,4,1,1,Yes,1,Medium,High,"Non classifiable"
No,1309.25,3,1,1,No,1,High,Low,"Non classifiable"
No,160.75,3,2,1,Yes,1,Medium,High,"Non classifiable"
No,1188.00,4,2,1,No,1,High,Low,"Non classifiable"
No,1071.75,2,2,1,Yes,1,Low,High,"Non classifiable"
No,130.50,4,1,1,Yes,2,Medium,High,"Non classifiable"
No,379.50,2,2,2,No,2,High,Medium,"Non classifiable"
No,986.25,2,1,1,Yes,1,Low,High,"Non classifiable"
No,1061.00,4,3,1,No,2,High,Low,"Non classifiable"
No,1146.25,5,2,1,Yes,1,Low,High,"Non classifiable"
No,943.25,5,1,1,No,1,High,Low,"Non classifiable"
No,1146.75,4,1,1,No,1,Low,High,"Non classifiable"
No,183.50,4,1,1,No,1,High,Medium,"Non classifiable"
No,969.50,4,3,1,Yes,1,High,Low,"Non classifiable"
No,1224.50,4,2,2,Yes,1,Low,High,"Non classifiable"
No,755.25,3,2,1,No,1,High,Low,"Non classifiable"
No,1046.75,3,3,1,No,1,High,Low,"Non classifiable"
No,1460.75,2,3,1,Yes,1,Low,High,"Non classifiable"
No,718.00,4,1,1,No,1,Low,High,"Non classifiable"
No,1238.75,3,2,1,Yes,1,High,Low,"Non classifiable"
No,380.50,5,1,1,No,1,Medium,High,"Non classifiable"
No,965.50,3,1,1,Yes,1,Low,High,"Non classifiable"
No,220.50,4,1,1,No,1,Medium,High,"Non classifiable"
Yes,966.50,4,2,1,Yes,1,High,Low,"Non classifiable"
No,1050.25,3,2,2,No,2,High,Low,"Non classifiable"
Yes,172.75,4,3,1,Yes,1,Medium,High,"Non classifiable"
No,1109.00,5,1,1,Yes,2,High,Low,"Non classifiable"
No,988.00,3,2,1,Yes,1,Low,High,"Non classifiable"
No,1058.75,5,2,2,No,2,Low,High,"Non classifiable"
No,1187.75,2,1,1,Yes,1,Low,High,"Non classifiable"
No,1066.00,4,1,2,Yes,1,High,Low,"Non classifiable"
No,1074.75,2,2,1,Yes,1,Low,High,"Non classifiable"
No,195.50,4,2,2,Yes,1,High,Medium,"Non classifiable"
Yes,992.25,4,2,3,Yes,1,High,Low,"Non classifiable"
No,1205.75,3,1,1,No,1,Low,High,"Non classifiable"
No,1099.50,4,2,1,Yes,1,Low,High,"Non classifiable"
No,918.75,6,1,1,Yes,1,Low,High,"Non classifiable"
No,995.25,3,3,1,Yes,1,Low,High,"Non classifiable"
No,1083.50,5,1,2,Yes,1,Low,High,"Non classifiable"
No,1250.00,3,3,1,Yes,1,Low,High,"Non classifiable"
Yes,744.25,3,1,2,Yes,1,High,Low,"Non classifiable"
No,1213.00,1,1,1,Yes,1,Low,High,"Non classifiable"
